Season,Date,Team,Opponent,Is_Home,Game_Number_Team,Game_Number_Opp,Team_ORtg_avg,Team_DRtg_avg,Team_NetRtg_avg,Team_Pace_avg,Team_WinPct_avg,Team_eFG%_avg,Team_TOV%_avg,Team_ORB%_avg,Team_FT/FGA_avg,Team_TS%_avg,Team_TRB%_avg,Team_AST%_avg,Team_STL%_avg,Team_BLK%_avg,Team_NetRtg_last5,Team_NetRtg_last10,Team_WinPct_last5,Team_WinPct_last10,Team_Points_For_avg,Team_Points_Against_avg,Team_Current_Win_Streak,Team_Current_Loss_Streak,Team_Home_WinPct,Team_Away_WinPct,Team_Days_Rest,Team_Is_BackToBack,Opp_ORtg_avg,Opp_DRtg_avg,Opp_NetRtg_avg,Opp_Pace_avg,Opp_WinPct_avg,Opp_eFG%_avg,Opp_TOV%_avg,Opp_ORB%_avg,Opp_FT/FGA_avg,Opp_TS%_avg,Opp_TRB%_avg,Opp_AST%_avg,Opp_STL%_avg,Opp_BLK%_avg,Opp_NetRtg_last5,Opp_NetRtg_last10,Opp_WinPct_last5,Opp_WinPct_last10,Opp_Points_For_avg,Opp_Points_Against_avg,Opp_Current_Win_Streak,Opp_Current_Loss_Streak,Opp_Home_WinPct,Opp_Away_WinPct,Opp_Days_Rest,Opp_Is_BackToBack,Team_Score,Opp_Score,Result,OT,NetRtg_Diff,ORtg_Diff,DRtg_Diff,WinPct_Diff,NetRtg_Diff_last5,WinPct_Diff_last5,NetRtg_Diff_last10,WinPct_Diff_last10,eFG%_Diff,TOV%_Diff,ORB%_Diff,FT/FGA_Diff,Pace_Diff,Rest_Advantage,Win_Streak_Diff
2023-24,2024-02-23,MIL,MIN,0,57,56,119.8,116.76,3.04,101.28,0.62,0.57,11.39,21.85,0.22,0.61,49.92,60.66,6.78,8.81,-0.36,-2.23,0.4,0.3,122.02,118.84,0,2,,0.46,8,0,116.38,108.93,7.45,97.53,0.71,0.57,13.52,23.23,0.22,0.6,52.13,63.79,7.67,10.65,18.52,15.36,0.8,0.7,113.96,106.71,4,0,0.79,,8,0,112,107,1,0,-4.41,3.42,7.83,-0.09,-18.88,-0.4,-17.59,-0.4,0.0,-2.13,-1.38,0.0,3.75,0,-4
2023-24,2024-02-23,OKC,WAS,1,56,56,120.45,113.11,7.33,99.69,0.69,0.58,11.29,20.5,0.21,0.61,47.64,60.86,8.07,13.13,1.7,1.73,0.6,0.6,120.96,113.51,3,0,0.79,,1,0,111.06,120.11,-9.05,103.24,0.16,0.54,12.1,19.99,0.18,0.57,45.13,65.18,7.62,8.92,-8.38,-9.54,0.0,0.1,114.69,123.98,0,9,,0.21,1,0,147,106,1,0,16.38,9.39,-7.0,0.53,10.08,0.6,11.27,0.5,0.04,-0.81,0.51,0.03,-3.55,0,3
2023-24,2024-02-24,BKN,MIN,0,56,57,114.86,117.77,-2.91,97.76,0.38,0.54,11.32,24.77,0.18,0.57,49.61,64.55,6.97,9.68,-18.54,-8.57,0.2,0.3,112.98,115.73,0,3,,0.32,2,0,116.26,109.04,7.23,97.52,0.7,0.57,13.49,23.36,0.22,0.6,52.14,63.61,7.68,10.61,18.66,14.96,0.8,0.7,113.84,106.8,0,1,0.76,,1,0,86,101,0,0,-10.14,-1.4,8.73,-0.32,-37.2,-0.6,-23.53,-0.4,-0.03,-2.17,1.41,-0.04,0.24,1,0
2023-24,2024-02-24,BOS,NYK,0,57,57,122.08,111.68,10.4,98.2,0.79,0.57,11.18,24.22,0.2,0.61,51.74,60.35,6.45,11.92,17.48,13.75,1.0,0.9,120.82,110.59,7,0,,0.67,2,0,118.74,113.78,4.96,96.42,0.61,0.54,11.73,29.41,0.21,0.58,53.2,56.69,7.66,7.44,-7.62,0.74,0.2,0.5,114.41,109.7,1,0,0.7,,2,0,116,102,1,0,5.44,3.34,-2.1,0.18,25.1,0.8,13.01,0.4,0.03,-0.55,-5.19,-0.01,1.78,0,6
2023-24,2024-02-24,DET,ORL,1,56,57,111.75,120.76,-9.01,100.55,0.15,0.54,13.47,25.13,0.19,0.57,50.57,62.63,5.94,8.33,-8.26,-4.27,0.2,0.3,112.91,122.13,0,4,0.15,,2,0,113.75,112.76,0.99,97.64,0.55,0.54,13.03,26.11,0.23,0.58,51.45,61.12,8.22,9.81,7.46,3.35,0.8,0.7,111.8,110.82,2,0,,0.43,2,0,109,112,0,0,-10.0,-2.0,8.0,-0.4,-15.72,-0.6,-7.62,-0.4,0.0,0.44,-0.98,-0.04,2.91,0,-2
2023-24,2024-02-25,ATL,ORL,1,57,58,118.76,121.33,-2.57,101.36,0.43,0.54,11.34,27.88,0.22,0.58,50.12,60.3,7.35,8.02,-4.18,-0.34,0.4,0.5,121.32,123.88,0,3,0.45,,2,0,113.84,112.81,1.03,97.57,0.56,0.54,13.01,26.2,0.23,0.58,51.54,61.07,8.24,9.93,4.82,3.86,0.8,0.8,111.81,110.79,3,0,,0.45,1,0,109,92,1,0,-3.6,4.92,8.52,-0.13,-9.0,-0.4,-4.2,-0.3,0.0,-1.67,1.68,-0.01,3.79,1,-3
2023-24,2024-02-25,CHA,POR,0,57,56,109.96,120.57,-10.61,98.26,0.25,0.53,12.46,22.22,0.17,0.56,47.67,61.04,6.78,8.93,7.42,-4.75,0.8,0.4,108.32,118.77,0,1,,0.22,2,0,109.33,118.35,-9.02,97.72,0.27,0.51,13.06,26.18,0.2,0.54,48.23,57.78,7.89,8.36,-16.18,-8.28,0.0,0.2,107.95,116.89,0,7,0.33,,2,0,93,80,1,0,-1.59,0.63,2.22,-0.02,23.6,0.8,3.53,0.2,0.02,-0.6,-3.96,-0.03,0.54,0,0
2023-24,2024-02-25,CHI,NOP,0,57,58,114.51,116.04,-1.54,96.29,0.46,0.53,11.18,24.45,0.19,0.57,50.04,58.6,7.81,10.93,-1.68,-0.54,0.4,0.5,111.8,113.23,0,2,,0.39,3,0,117.69,113.29,4.41,98.65,0.6,0.56,11.81,25.65,0.21,0.59,51.4,62.77,8.6,9.99,7.22,8.26,0.8,0.8,116.26,111.98,0,1,0.61,,2,0,114,106,1,0,-5.95,-3.18,2.75,-0.14,-8.9,-0.4,-8.8,-0.3,-0.03,-0.63,-1.2,-0.02,-2.36,1,0
2023-24,2024-02-25,CLE,WAS,0,56,57,116.54,111.26,5.28,97.88,0.65,0.56,12.21,24.61,0.19,0.59,51.43,64.0,7.7,8.74,2.42,9.34,0.4,0.7,114.45,109.24,0,2,,0.65,2,0,110.82,120.37,-9.56,103.34,0.16,0.54,12.1,20.08,0.18,0.57,45.1,64.89,7.65,8.86,-15.16,-13.8,0.0,0.0,114.54,124.39,0,10,0.12,,2,0,114,105,1,0,14.84,5.72,-9.11,0.49,17.58,0.4,23.14,0.7,0.02,0.11,4.53,0.01,-5.46,0,0
2023-24,2024-02-25,DAL,IND,0,57,58,118.42,117.08,1.34,100.26,0.59,0.56,11.04,22.3,0.2,0.59,48.06,59.64,6.65,8.21,17.74,7.1,1.0,0.8,118.73,117.16,7,0,,0.6,3,0,120.99,119.38,1.61,102.32,0.56,0.58,11.71,23.43,0.18,0.61,48.63,66.15,7.62,9.52,-0.28,-0.1,0.6,0.5,123.81,122.16,2,0,0.62,,3,0,111,133,0,0,-0.27,-2.57,-2.3,0.03,18.02,0.4,7.2,0.3,-0.02,-0.67,-1.13,0.02,-2.06,0,5
2023-24,2024-02-25,DEN,GSW,0,58,56,118.29,114.55,3.74,96.86,0.67,0.56,11.44,26.2,0.18,0.58,51.4,66.11,7.01,9.53,-3.14,1.73,0.4,0.6,114.46,110.82,2,0,,0.53,2,0,118.68,116.59,2.09,99.59,0.53,0.56,12.4,27.61,0.19,0.59,52.13,66.7,6.61,8.0,10.04,10.08,0.8,0.8,119.47,117.42,3,0,0.53,,2,0,119,103,1,0,1.65,-0.39,-2.04,0.14,-13.18,-0.4,-8.35,-0.2,0.0,-0.96,-1.41,-0.01,-2.73,0,-1
2023-24,2024-02-25,HOU,OKC,1,57,57,113.45,113.22,0.24,98.91,0.45,0.53,11.52,24.55,0.21,0.56,50.69,60.22,7.48,8.46,-6.28,-4.27,0.4,0.3,113.2,112.95,1,0,0.69,,2,0,120.71,112.83,7.88,99.85,0.7,0.58,11.31,20.54,0.21,0.62,47.8,60.75,8.01,13.14,10.66,7.17,0.8,0.7,121.43,113.38,4,0,,0.59,2,0,110,123,0,0,-7.64,-7.26,0.39,-0.25,-16.94,-0.4,-11.44,-0.4,-0.05,0.21,4.01,0.0,-0.94,0,-3
2023-24,2024-02-25,LAC,SAC,1,56,56,120.09,115.0,5.09,97.88,0.67,0.57,11.89,24.81,0.22,0.61,50.64,60.59,8.08,9.47,-5.36,0.27,0.6,0.7,117.75,112.67,1,0,0.77,,2,0,117.36,117.01,0.35,100.02,0.58,0.56,11.77,23.17,0.18,0.59,50.27,65.25,7.05,7.42,3.7,-1.27,0.6,0.5,118.56,118.0,2,0,,0.53,3,0,107,123,0,0,4.74,2.73,-2.01,0.09,-9.06,0.0,1.54,0.2,0.01,0.12,1.64,0.04,-2.14,-1,-1
2023-24,2024-02-25,LAL,PHX,0,59,58,115.05,115.49,-0.44,100.91,0.53,0.56,12.22,19.76,0.22,0.59,48.95,65.69,7.66,10.03,6.52,3.28,0.8,0.7,116.98,117.33,1,0,,0.38,2,0,118.52,115.65,2.87,98.66,0.58,0.57,13.24,24.65,0.24,0.61,51.29,62.55,7.62,11.05,0.78,5.93,0.4,0.6,117.39,114.49,0,2,0.62,,2,0,113,123,0,0,-3.31,-3.47,-0.16,-0.05,5.74,0.4,-2.65,0.1,-0.01,-1.02,-4.89,-0.02,2.25,0,1
2023-24,2024-02-25,MIL,PHI,0,58,57,119.72,116.64,3.08,101.21,0.63,0.57,11.35,21.88,0.22,0.61,49.88,60.62,6.84,8.76,6.06,-1.11,0.6,0.4,121.84,118.63,1,0,,0.48,2,0,118.84,114.71,4.12,98.7,0.59,0.54,10.63,24.83,0.24,0.58,49.48,58.46,8.59,10.62,-0.88,-6.13,0.6,0.4,117.68,113.57,1,0,0.6,,2,0,119,98,1,0,-1.04,0.88,1.93,0.04,6.94,0.0,5.02,0.0,0.03,0.72,-2.95,-0.02,2.51,0,0
2023-24,2024-02-25,SAS,UTA,0,58,58,110.14,118.46,-8.32,101.53,0.19,0.53,12.78,22.65,0.17,0.56,48.48,70.12,7.17,10.74,-6.46,-8.7,0.2,0.1,112.11,120.6,0,3,,0.19,2,0,116.85,119.59,-2.74,99.97,0.46,0.54,13.58,29.32,0.21,0.58,52.79,66.49,6.58,10.74,-12.22,-9.03,0.0,0.2,117.84,120.61,0,5,0.61,,3,0,109,128,0,0,-5.58,-6.71,-1.13,-0.27,5.76,0.2,0.33,-0.1,-0.01,-0.8,-6.67,-0.04,1.56,-1,0
2023-24,2024-02-26,BKN,MEM,0,57,58,114.34,117.47,-3.13,97.8,0.38,0.53,11.28,24.8,0.18,0.56,49.66,64.42,6.97,9.59,-16.72,-13.26,0.2,0.2,112.5,115.46,0,4,,0.31,2,0,107.97,113.98,-6.0,98.66,0.35,0.52,13.07,21.81,0.18,0.55,47.48,65.8,7.89,11.7,-2.78,-10.07,0.4,0.2,106.86,112.79,0,1,0.25,,3,0,111,86,1,0,2.87,6.37,3.49,0.03,-13.94,-0.2,-3.19,0.0,0.01,-1.79,2.99,0.0,-0.86,-1,0
2023-24,2024-02-26,DET,NYK,0,57,58,111.82,120.73,-8.91,100.43,0.14,0.54,13.44,24.99,0.19,0.57,50.45,62.72,5.96,8.38,-10.04,-6.26,0.0,0.2,112.84,121.95,0,5,,0.14,2,0,118.83,114.25,4.58,96.18,0.6,0.54,11.76,29.55,0.21,0.58,53.18,56.7,7.55,7.42,-8.04,-3.25,0.2,0.4,114.19,109.81,0,1,0.68,,2,0,111,113,0,0,-13.49,-7.01,6.48,-0.46,-2.0,-0.2,-3.01,-0.2,0.0,1.68,-4.56,-0.02,4.25,0,0
2023-24,2024-02-26,IND,TOR,1,59,58,121.08,119.14,1.94,102.38,0.57,0.59,11.73,23.31,0.18,0.61,48.73,66.27,7.69,9.36,8.28,2.49,0.8,0.6,123.97,121.97,3,0,0.63,,1,0,114.54,117.84,-3.3,98.99,0.37,0.54,11.85,25.15,0.19,0.57,49.83,68.08,7.56,8.99,-3.88,-8.44,0.4,0.4,114.16,117.39,2,0,,0.31,3,0,122,130,0,0,5.24,6.54,1.3,0.2,12.16,0.4,10.93,0.2,0.05,-0.12,-1.84,-0.01,3.39,-2,1
2023-24,2024-02-26,MIA,SAC,0,57,57,113.81,113.52,0.29,96.92,0.55,0.54,11.91,22.24,0.22,0.58,49.6,65.19,7.54,6.57,9.94,7.2,0.8,0.7,110.5,110.11,3,0,,0.57,3,0,117.61,116.96,0.65,99.91,0.59,0.57,11.72,23.33,0.18,0.59,50.28,65.23,7.12,7.32,1.5,1.37,0.6,0.6,118.64,117.8,3,0,0.64,,1,0,121,110,1,0,-0.36,-3.8,-3.44,-0.04,8.44,0.2,5.83,0.1,-0.03,0.19,-1.09,0.04,-2.99,2,0
2023-24,2024-02-27,ATL,UTA,1,58,59,118.66,120.88,-2.21,101.28,0.44,0.54,11.31,27.73,0.22,0.58,50.06,60.56,7.4,8.0,-1.9,-0.09,0.4,0.5,121.11,123.32,1,0,0.47,,2,0,116.87,119.26,-2.39,100.11,0.47,0.55,13.59,29.03,0.21,0.58,52.66,66.69,6.67,10.79,-5.92,-4.08,0.2,0.3,118.02,120.41,1,0,,0.31,2,0,124,97,1,0,0.18,1.79,1.62,-0.03,4.02,0.2,3.99,0.2,-0.01,-2.28,-1.3,0.01,1.17,0,0
2023-24,2024-02-27,BKN,ORL,0,58,59,114.46,117.06,-2.59,97.69,0.39,0.53,11.25,24.84,0.18,0.56,49.72,64.56,6.95,9.6,-15.54,-8.91,0.2,0.3,112.47,114.95,1,0,,0.33,1,0,113.53,112.82,0.71,97.55,0.55,0.54,13.09,26.24,0.22,0.57,51.57,61.15,8.22,10.02,0.04,1.1,0.6,0.7,111.47,110.76,0,1,0.69,,2,0,81,108,0,0,-3.3,0.93,4.24,-0.16,-15.58,-0.4,-10.01,-0.4,-0.01,-1.84,-1.4,-0.04,0.14,-1,1
2023-24,2024-02-27,BOS,PHI,1,58,58,122.4,111.88,10.51,97.93,0.79,0.58,11.12,24.35,0.2,0.61,51.67,60.32,6.51,11.87,20.12,14.83,1.0,0.9,120.74,110.44,8,0,0.9,,3,0,118.54,114.86,3.67,98.66,0.58,0.54,10.6,24.83,0.24,0.58,49.43,58.61,8.66,10.65,-6.4,-8.62,0.4,0.3,117.33,113.67,0,1,,0.58,2,0,117,99,1,0,6.84,3.86,-2.98,0.21,26.52,0.6,23.45,0.6,0.04,0.52,-0.48,-0.04,-0.73,1,8
2023-24,2024-02-27,CHA,MIL,0,58,59,109.75,119.94,-10.19,98.19,0.26,0.53,12.56,22.01,0.17,0.56,47.58,61.11,6.89,8.94,8.3,-1.43,0.8,0.5,108.05,118.09,1,0,,0.25,2,0,119.78,116.38,3.4,101.13,0.64,0.57,11.46,21.85,0.22,0.61,49.94,60.86,6.83,8.95,3.08,1.37,0.6,0.5,121.79,118.28,2,0,0.77,,2,0,85,123,0,0,-13.59,-10.03,3.56,-0.38,5.22,0.2,-2.8,0.0,-0.04,1.1,0.16,-0.05,-2.94,0,-1
2023-24,2024-02-27,CHI,DET,1,58,58,114.49,115.86,-1.37,96.35,0.47,0.53,11.15,24.45,0.19,0.57,50.04,58.81,7.88,10.74,-1.8,-0.58,0.4,0.5,111.84,113.11,1,0,0.54,,2,0,111.89,120.68,-8.79,100.35,0.14,0.54,13.48,25.01,0.19,0.57,50.42,62.77,6.02,8.43,-9.28,-5.75,0.0,0.2,112.81,121.79,0,6,,0.14,1,0,95,105,0,0,7.42,2.6,-4.82,0.33,7.48,0.4,5.17,0.3,-0.01,-2.33,-0.56,0.0,-4.0,1,1
2023-24,2024-02-27,CLE,DAL,1,57,58,116.5,111.15,5.34,97.91,0.66,0.56,12.18,24.43,0.19,0.59,51.48,64.35,7.67,8.8,-0.96,9.53,0.4,0.7,114.45,109.16,1,0,0.66,,2,0,118.19,117.24,0.95,100.35,0.58,0.56,11.1,22.2,0.2,0.59,48.01,59.24,6.68,8.19,10.6,4.81,0.8,0.7,118.6,117.44,0,1,,0.58,2,0,121,119,1,0,4.39,-1.69,-6.09,0.08,-11.56,-0.4,4.72,0.0,0.0,1.08,2.23,-0.01,-2.44,0,1
2023-24,2024-02-27,GSW,WAS,0,57,58,118.47,116.72,1.75,99.52,0.52,0.56,12.46,27.57,0.19,0.59,52.06,66.89,6.58,7.95,2.56,9.02,0.6,0.8,119.18,117.45,0,1,,0.52,2,0,110.71,120.26,-9.55,103.28,0.16,0.54,12.04,19.88,0.18,0.57,45.12,65.02,7.62,8.77,-15.8,-13.09,0.0,0.0,114.37,124.21,0,11,0.11,,2,0,123,112,1,0,11.3,7.76,-3.54,0.36,18.36,0.6,22.11,0.8,0.02,0.42,7.69,0.01,-3.76,0,0
2023-24,2024-02-27,HOU,OKC,0,58,58,113.31,113.3,0.02,99.0,0.44,0.53,11.58,24.56,0.21,0.56,50.7,60.0,7.45,8.51,-7.04,-4.33,0.4,0.3,113.14,113.12,0,1,,0.19,2,0,120.66,112.7,7.95,99.93,0.7,0.58,11.3,20.55,0.21,0.62,47.82,60.82,8.07,13.18,19.9,9.07,1.0,0.8,121.46,113.32,5,0,0.79,,2,0,95,112,0,0,-7.93,-7.35,0.6,-0.26,-26.94,-0.6,-13.4,-0.5,-0.05,0.28,4.01,0.0,-0.93,0,-5
2023-24,2024-02-27,MIA,POR,0,58,57,114.05,113.56,0.49,96.89,0.56,0.54,11.88,22.29,0.22,0.58,49.59,65.1,7.62,6.55,9.94,9.7,0.8,0.8,110.68,110.11,4,0,,0.59,1,0,108.89,118.0,-9.11,97.66,0.27,0.5,13.07,26.38,0.2,0.54,48.4,57.51,7.96,8.35,-17.76,-8.82,0.0,0.2,107.45,116.46,0,8,0.32,,2,0,106,96,1,0,9.6,5.16,-4.44,0.29,27.7,0.8,18.52,0.6,0.04,-1.19,-4.09,0.02,-0.77,-1,4
2023-24,2024-02-27,MIN,SAS,1,58,59,116.0,108.64,7.36,97.56,0.7,0.56,13.46,23.18,0.22,0.6,52.06,63.56,7.65,10.65,16.26,15.8,0.8,0.7,113.61,106.44,1,0,0.77,,3,0,109.98,118.46,-8.48,101.64,0.19,0.53,12.85,22.67,0.17,0.56,48.59,70.3,7.18,10.9,-5.7,-9.46,0.2,0.1,112.05,120.72,0,4,,0.19,2,0,114,105,1,0,15.84,6.02,-9.82,0.51,21.96,0.6,25.26,0.6,0.03,0.61,0.51,0.05,-4.08,1,1
2023-24,2024-02-27,NOP,NYK,0,59,59,117.49,113.29,4.19,98.67,0.59,0.56,11.89,25.63,0.21,0.59,51.37,62.77,8.53,10.04,3.58,6.29,0.6,0.7,116.09,112.02,0,2,,0.59,2,0,118.81,114.27,4.54,96.18,0.6,0.54,11.77,29.59,0.2,0.58,53.15,57.02,7.58,7.44,-4.74,-4.7,0.4,0.4,114.17,109.83,1,0,0.69,,1,0,115,92,1,0,-0.35,-1.32,-0.98,-0.01,8.32,0.2,10.99,0.3,0.02,0.12,-3.96,0.01,2.49,1,-1
2023-24,2024-02-28,CHI,CLE,1,59,58,114.26,115.79,-1.53,96.31,0.47,0.53,11.05,24.51,0.19,0.57,49.96,58.77,7.95,10.69,-2.68,-0.55,0.4,0.5,111.55,112.97,0,1,0.52,,1,0,116.65,111.36,5.29,97.89,0.67,0.56,12.22,24.4,0.19,0.59,51.57,64.61,7.58,8.76,-0.12,8.16,0.6,0.7,114.56,109.33,2,0,,0.67,1,0,132,123,1,1,-6.82,-2.39,4.43,-0.2,-2.56,-0.2,-8.71,-0.2,-0.03,-1.17,0.11,0.0,-1.58,0,-2
2023-24,2024-02-28,DAL,TOR,0,59,59,118.28,117.38,0.9,100.29,0.57,0.56,10.99,22.02,0.2,0.59,47.93,59.04,6.76,8.29,3.42,8.28,0.6,0.7,118.6,117.5,0,2,,0.56,1,0,114.76,117.87,-3.11,99.04,0.38,0.54,11.82,25.21,0.19,0.57,49.86,68.04,7.5,9.04,2.86,-4.91,0.6,0.5,114.43,117.47,3,0,0.43,,2,0,136,125,1,0,4.01,3.52,-0.49,0.19,0.56,0.0,13.19,0.2,0.02,-0.83,-3.19,0.01,1.25,-1,-3
2023-24,2024-02-28,DEN,SAC,1,59,58,118.38,114.42,3.96,96.85,0.67,0.56,11.4,26.23,0.18,0.59,51.41,66.14,7.07,9.55,5.8,2.79,0.6,0.6,114.53,110.69,3,0,0.81,,3,0,117.58,117.14,0.43,99.82,0.58,0.57,11.76,23.41,0.17,0.59,50.3,65.26,7.18,7.35,1.94,-0.8,0.6,0.5,118.49,117.86,0,1,,0.55,2,0,117,96,1,0,3.53,0.8,-2.72,0.09,3.86,0.0,3.59,0.1,-0.01,-0.36,2.82,0.01,-2.97,1,3
2023-24,2024-02-28,IND,NOP,1,60,60,121.05,119.27,1.78,102.37,0.56,0.58,11.67,23.4,0.18,0.61,48.74,66.14,7.69,9.33,3.84,2.12,0.6,0.6,123.93,122.1,0,1,0.61,,2,0,117.67,113.11,4.56,98.52,0.59,0.56,11.94,25.68,0.21,0.59,51.41,62.71,8.47,10.09,6.82,8.75,0.6,0.7,116.07,111.68,1,0,,0.6,1,0,123,114,1,0,-2.78,3.38,6.16,-0.03,-2.98,0.0,-6.63,-0.1,0.02,-0.27,-2.28,-0.03,3.85,1,-1
2023-24,2024-02-28,LAC,LAL,1,57,60,119.98,115.28,4.69,97.8,0.66,0.57,11.95,24.85,0.22,0.6,50.6,60.53,8.07,9.36,-9.94,-3.04,0.4,0.6,117.55,112.86,0,1,0.74,,3,0,115.01,115.61,-0.6,100.9,0.53,0.56,12.21,19.55,0.21,0.59,48.79,65.58,7.65,9.99,1.14,3.79,0.6,0.7,116.92,117.42,0,1,,0.37,3,0,112,116,0,0,5.29,4.97,-0.33,0.13,-11.08,-0.2,-6.83,-0.1,0.01,-0.26,5.3,0.01,-3.1,0,0
2023-24,2024-02-28,MEM,MIN,0,59,59,107.73,114.1,-6.37,98.54,0.34,0.52,13.1,21.76,0.18,0.55,47.47,65.62,7.87,11.64,-6.38,-12.09,0.4,0.2,106.5,112.76,0,2,,0.45,2,0,115.93,108.54,7.39,97.64,0.71,0.56,13.44,23.2,0.22,0.6,52.07,63.59,7.78,10.8,13.6,13.0,0.8,0.7,113.62,106.41,2,0,0.78,,1,0,101,110,0,0,-13.76,-8.2,5.56,-0.37,-19.98,-0.4,-25.09,-0.5,-0.04,-0.34,-1.44,-0.04,0.9,1,-2
2023-24,2024-02-29,ATL,BKN,0,59,59,118.66,120.39,-1.73,101.33,0.45,0.54,11.37,27.82,0.22,0.58,50.16,60.53,7.41,8.11,1.56,1.6,0.4,0.5,121.16,122.86,2,0,,0.41,2,0,113.94,116.97,-3.03,97.67,0.38,0.53,11.41,24.78,0.18,0.56,49.69,64.45,7.01,9.47,-19.5,-13.21,0.2,0.2,111.93,114.83,0,1,0.43,,2,0,97,124,0,0,1.3,4.72,3.42,0.07,21.06,0.2,14.81,0.3,0.01,-0.04,3.04,0.04,3.66,0,2
2023-24,2024-02-29,CHA,MIL,1,59,60,109.41,120.11,-10.7,98.13,0.26,0.53,12.57,21.82,0.17,0.56,47.48,61.44,6.88,8.86,-1.52,-3.79,0.6,0.5,107.66,118.17,0,1,0.28,,2,0,119.95,115.93,4.03,101.02,0.64,0.58,11.43,21.91,0.22,0.61,50.08,60.9,6.84,8.92,7.62,4.22,0.6,0.5,121.81,117.71,3,0,,0.5,2,0,99,111,0,0,-14.73,-10.54,4.18,-0.38,-9.14,0.0,-8.01,0.0,-0.05,1.14,-0.09,-0.05,-2.89,0,-3
2023-24,2024-02-29,DEN,MIA,1,60,59,118.39,114.14,4.26,96.88,0.68,0.56,11.46,26.04,0.18,0.59,51.38,66.31,7.12,9.55,13.56,5.46,0.8,0.7,114.58,110.44,4,0,0.82,,1,0,114.05,113.38,0.67,96.82,0.57,0.54,12.01,22.24,0.22,0.58,49.52,65.33,7.64,6.69,12.96,9.83,1.0,0.8,110.6,109.86,5,0,,0.6,2,0,103,97,1,0,3.59,4.34,0.76,0.11,0.6,-0.2,-4.37,-0.1,0.02,-0.55,3.8,-0.04,0.06,-1,-1
2023-24,2024-02-29,GSW,NYK,0,58,60,118.43,116.53,1.91,99.64,0.53,0.56,12.52,27.49,0.19,0.59,52.06,67.17,6.66,7.99,5.6,8.91,0.8,0.8,119.25,117.35,1,0,,0.54,2,0,118.53,114.5,4.03,96.07,0.59,0.54,11.77,29.56,0.2,0.58,53.03,57.53,7.56,7.51,-9.42,-7.67,0.4,0.3,113.8,109.92,0,1,0.67,,2,0,110,99,1,0,-2.12,-0.1,2.03,-0.06,15.02,0.4,16.58,0.5,0.02,0.75,-2.07,-0.01,3.57,0,1
2023-24,2024-02-29,HOU,PHX,0,59,59,112.96,113.23,-0.27,99.07,0.43,0.53,11.6,24.52,0.2,0.56,50.61,59.99,7.41,8.57,-10.8,-8.74,0.2,0.2,112.83,113.1,0,2,,0.18,2,0,118.58,115.59,2.99,98.69,0.59,0.57,13.24,24.77,0.24,0.61,51.44,62.73,7.59,11.14,2.98,5.31,0.6,0.6,117.48,114.47,1,0,0.63,,4,0,105,110,0,0,-3.26,-5.62,-2.36,-0.16,-13.78,-0.4,-14.05,-0.4,-0.04,-1.64,-0.25,-0.04,0.38,-2,-1
2023-24,2024-02-29,LAL,WAS,1,61,59,115.06,115.58,-0.52,100.85,0.53,0.56,12.26,19.6,0.21,0.6,48.85,65.48,7.62,9.98,-0.72,3.27,0.6,0.7,116.9,117.33,1,0,0.69,,1,0,110.63,120.19,-9.56,103.33,0.16,0.54,12.13,19.95,0.17,0.57,45.17,65.18,7.57,8.8,-16.44,-13.33,0.0,0.0,114.33,124.19,0,12,,0.2,2,0,134,131,1,1,9.04,4.43,-4.61,0.37,15.72,0.6,16.6,0.7,0.02,0.13,-0.35,0.04,-2.48,-1,1
2023-24,2024-02-29,OKC,SAS,0,59,60,120.46,112.36,8.1,99.97,0.71,0.58,11.33,20.65,0.21,0.61,47.93,60.52,8.05,13.2,20.46,10.2,1.0,0.8,121.29,113.0,6,0,,0.61,2,0,109.86,118.34,-8.48,101.65,0.19,0.53,12.98,22.56,0.17,0.56,48.56,70.33,7.21,10.91,-11.74,-10.24,0.0,0.1,111.93,120.61,0,5,0.19,,2,0,118,132,0,0,16.58,10.6,-5.98,0.52,32.2,1.0,20.44,0.7,0.05,-1.65,-1.91,0.04,-1.68,0,6
2023-24,2024-02-29,ORL,UTA,1,60,60,113.51,112.33,1.17,97.53,0.56,0.54,13.18,26.07,0.22,0.58,51.58,60.98,8.33,9.92,8.46,3.7,0.8,0.7,111.41,110.25,1,0,0.7,,2,0,116.46,119.25,-2.79,100.18,0.46,0.54,13.62,28.93,0.21,0.58,52.51,66.73,6.74,10.72,-6.96,-5.01,0.2,0.3,117.66,120.47,0,1,,0.3,2,0,115,107,1,0,3.96,-2.95,-6.92,0.1,15.42,0.6,8.71,0.4,0.0,-0.44,-2.86,0.01,-2.65,0,1
2023-24,2024-03-01,BOS,DAL,1,59,60,122.4,111.74,10.66,97.89,0.79,0.58,11.16,24.47,0.2,0.61,51.93,60.21,6.52,11.97,23.0,16.21,1.0,0.9,120.67,110.24,9,0,0.9,,3,0,118.39,117.34,1.06,100.43,0.58,0.56,11.03,22.08,0.2,0.59,48.02,59.08,6.75,8.42,4.0,10.45,0.6,0.8,118.9,117.63,1,0,,0.57,2,0,138,110,1,0,9.6,4.01,-5.6,0.21,19.0,0.4,5.76,0.1,0.02,0.13,2.39,0.0,-2.54,1,8
